CHECKLIST_NAME	CHECKLIST_FIELD_ID	CHECKLIST_FIELD_NAME	CHECKLIST_FIELD_DESCRIPTION
GSC MIxS plant associated	633	ancestral data	information about either pedigree or other description of ancestral information (e.g. parental variety in case of mutant or selection), e.g.  A/3*B (meaning [(A x B) x B] x B)
GSC MIxS Food and Production	829	animal feeding equipment	Description of the feeding equipment used for livestock. This field accepts terms listed under feed delivery (http://opendata.inra.fr/EOL/EOL_0001757). Multiple terms can be separated by one or more pipes.
GSC MIxS Food and Production	1087	animal housing system	Description of the housing system of the livestock. This field accepts terms listed under terrestrial management housing system (http://opendata.inra.fr/EOL/EOL_0001605).
GSC MIxS Food and Production	956	animal intrusion near sample source	Identification of animals intruding on the sample or sample site including invertebrates (such as pests or pollinators) and vertebrates (such as wildlife or domesticated animals). This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.
GSC MIxS Food and Production	798	animal water delivery method	Description of the equipment or method used to distribute water to livestock. This field accepts termed listed under water delivery equipment (http://opendata.inra.fr/EOL/EOL_0001653). Multiple terms can be separated by pipes.
GSC MIxS agriculture	798	animal water delivery method	Description of the equipment or method used to distribute water to livestock. This field accepts termed listed under water delivery equipment (http://opendata.inra.fr/EOL/EOL_0001653). Multiple terms can be separated by pipes.
ENA Micro B3	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIMAGS	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MISAGS	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIUVIGS	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS Food and Production	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS Hydrocarbon	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS Symbiont	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS agriculture	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS air	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS built environment	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS host associated	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS human associated	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS human gut	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS human oral	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS human skin	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS human vaginal	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS microbial mat biolfilm	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS miscellaneous natural or artificial environment	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS plant associated	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS sediment	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS soil	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS wastewater sludge	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
GSC MIxS water	281	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter
ENA Plant Sample Checklist	298	antibiotic regimen	information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens
GSC MIxS plant associated	298	antibiotic regimen	information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens
GSC MIxS Food and Production	1108	antimicrobial phenotype of spike-in bacteria	Qualitative description of a microbial response to antimicrobial agents. Bacteria may be susceptible or resistant to a broad range of antibiotic drugs or drug classes, with several intermediate states or phases. This field accepts terms under antimicrobial phenotype (http://purl.obolibrary.org/obo/ARO_3004299).
ENA Influenza virus reporting standard checklist	315	antiviral treatment	Antiviral treatment used for this subject, such as Zanamavir Oseltamivir, Amantadine. Example: Rimantadine
ENA Influenza virus reporting standard checklist	438	antiviral treatment dosage	Dosage of the treatment taken by the subject. Example: 0.05 mg
ENA Influenza virus reporting standard checklist	464	antiviral treatment duration	Duration of antiviral treatment after onset of clinical symptoms in days.Example: 5
ENA Influenza virus reporting standard checklist	482	antiviral treatment initiation	Initiation of antiviral treatment after onset of clinical symptoms in days. Example: 2.5
GSC MIxS Hydrocarbon	1171	api gravity	API gravity is a measure of how heavy or light a petroleum liquid is compared to water (source: https://en.wikipedia.org/wiki/API_gravity) (e.g. 31.1API)
ENA Shellfish Checklist	656	aquaculture origin	Origin of stock and raised conditions
GSC MIxS built environment	1142	architectural structure	An architectural structure is a human-made, free-standing, immobile outdoor construction
ENA sewage checklist	607	area of sampling site	Please indicate if there are specific facilities in the area covered by the sewage sample. For example: farming, slaughterhouse(s), industry, hospital(s) or any other facility.
GSC MIxS Food and Production	1045	area sampled size	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.
GSC MIxS Hydrocarbon	1125	aromatics wt%	Saturate, Aromatic, Resin and Asphaltene(SARA) is an analysis method that divides crude oil components according to their polarizability and polarity. There are three main methods to obtain SARA results. The most popular one is known as the Iatroscan TLC-FID and is referred to as IP-143 (source: https://en.wikipedia.org/wiki/Saturate,_aromatic,_resin_and_asphaltene)
GSC MIxS Hydrocarbon	1092	asphaltenes wt%	Saturate, Aromatic, Resin and Asphaltene(SARA) is an analysis method that divides crude oil components according to their polarizability and polarity. There are three main methods to obtain SARA results. The most popular one is known as the Iatroscan TLC-FID and is referred to as IP-143 (source: https://en.wikipedia.org/wiki/Saturate,_aromatic,_resin_and_asphaltene)
GSC MIxS Food and Production	1193	assembly name	Name/version of the assembly provided by the submitter that is used in the genome browsers and in the community
ENA binned metagenome	680	assembly quality	The assembly quality category is based on sets of criteria outlined for each assembly quality category. For MISAG/MIMAG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities with a consensus error rate equivalent to Q50 or better. High Quality Draft:Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S and 5S rRNA genes and at least 18 tRNAs. Medium Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Low Quality Draft:Many fragments with little to no review of assembly other than reporting of standard assembly statistics. Assembly statistics include, but are not limited to total assembly size, number of contigs, contig N50/L50, and maximum contig length. For MIUVIG; Finished: Single, validated, contiguous sequence per replicon without gaps or ambiguities, with extensive manual review and editing to annotate putative gene functions and transcriptional units. High-quality draft genome: One or multiple fragments, totaling ≥ 90% of the expected genome or replicon sequence or predicted complete. Genome fragment(s): One or multiple fragments, totalling < 90% of the expected genome or replicon sequence, or for which no genome size could be estimated.
